"﻿""Student""",Subject,Course,Week,Minutes,Accuracy,Mastered Lessons
Anon#098,Math,Grade 7,2025-07-24 00:00:00,29.58,0.8571428571428571,3
Anon#104,Math,Math - 3,2025-07-18 00:00:00,12.5,0.8888888888888888,0
Anon#104,Math,Math - 3,2025-07-20 00:00:00,26.77,0.9565217391304348,2
Anon#104,Math,Math - 3,2025-07-22 00:00:00,12.88,0.9230769230769231,0
Anon#104,Math,Math - 3,2025-07-23 00:00:00,62.34,0.9095477386934674,0
Anon#135,Math,Grade 6,2025-07-18 00:00:00,55.07,0.7142857142857143,3
Anon#135,Math,Grade 6,2025-07-19 00:00:00,7.94,1,1
Anon#135,Math,Grade 6,2025-07-20 00:00:00,15.68,0,
Anon#137,Reading,601L-750L,2025-07-18 00:00:00,79.28,0.9166666666666666,2
Anon#137,Reading,601L-750L,2025-07-20 00:00:00,41.17,1,1
Anon#147,Math,Grade 6,2025-07-19 00:00:00,0,,
Anon#147,Math,Grade 6,2025-07-20 00:00:00,29.35,0.5714285714285714,1
Anon#147,Math,Grade 6,2025-07-21 00:00:00,28.48,0.8,0
Anon#147,Math,Grade 6,2025-07-22 00:00:00,28.46,0.8,1
Anon#147,Math,Grade 6,2025-07-23 00:00:00,0,,
Anon#147,Math,Grade 7,2025-07-18 00:00:00,31.12,0.8,1
Anon#147,Math,Grade 7,2025-07-19 00:00:00,6.39,0.5,0
Anon#147,Math,Grade 7,2025-07-23 00:00:00,24.77,1,1
Anon#147,Math,Grade 7,2025-07-24 00:00:00,16.81,0.8,1
Anon#147,Math,Math - 8th grade,2025-07-21 00:00:00,0,0.5,0
Anon#153,Language,Language Arts - 4,2025-07-18 00:00:00,9.62,0.8604651162790697,1
Anon#153,Language,Language Arts - 4,2025-07-21 00:00:00,28.14,0.7604166666666666,1
Anon#153,Math,Math - Others,2025-07-18 00:00:00,3.4,,0
Anon#153,Science,Science - 4,2025-07-21 00:00:00,2.87,1,1
Anon#220,Math,Algebra I,2025-07-18 00:00:00,35.21,1,1
Anon#220,Math,Algebra I,2025-07-19 00:00:00,31.61,1,1
Anon#220,Math,Algebra I,2025-07-23 00:00:00,31.77,1,1
Anon#220,Math,Math - 8th grade,2025-07-20 00:00:00,31.27,,3
Anon#220,Math,Math - 8th grade,2025-07-21 00:00:00,28.25,1,1
Anon#220,Math,Math - 8th grade,2025-07-22 00:00:00,39.98,1,2
Anon#220,Math,Math - 8th grade,2025-07-24 00:00:00,26.28,0.8,1
Anon#224,Math,Math - 5,2025-07-21 00:00:00,20.1,0.8260869565217391,0
Anon#251,Math,Math - 3,2025-07-18 00:00:00,58.62,0.7719298245614035,2
Anon#276,Math,Math - 3,2025-07-23 00:00:00,27.83,0.9388888888888889,6
Anon#285,Language,Language Arts - 6,2025-07-18 00:00:00,58.26,0.7608695652173914,0
Anon#285,Language,Language Arts - 6,2025-07-21 00:00:00,26.67,0.7391304347826086,1
Anon#285,Language,Language Arts - 6,2025-07-22 00:00:00,15.42,0.86,1
Anon#285,Language,Language Arts - 6,2025-07-23 00:00:00,13.89,0.9710144927536232,3
Anon#285,Math,Math - 5,2025-07-18 00:00:00,53.72,0.9217391304347826,5
Anon#285,Math,Math - 5,2025-07-21 00:00:00,22.76,0.9322033898305084,2
Anon#285,Math,Math - 5,2025-07-22 00:00:00,15.45,0.9696969696969697,2
Anon#285,Math,Math - 5,2025-07-23 00:00:00,33.05,0.8865979381443299,3
Anon#285,Reading,1051L-1200L,2025-07-18 00:00:00,28.05,0.8125,1
Anon#285,Reading,1051L-1200L,2025-07-22 00:00:00,0,0,0
Anon#285,Reading,1051L-1200L,2025-07-24 00:00:00,51.24,0.7333333333333333,0
Anon#285,Reading,1201L-1350L,2025-07-21 00:00:00,32.93,0.75,0
Anon#285,Reading,1201L-1350L,2025-07-24 00:00:00,0,0.875,1
Anon#285,Reading,1351L-1500L,2025-07-22 00:00:00,49.02,0.75,1
Anon#285,Science,Middle School Science,2025-07-18 00:00:00,4.02,0.75,1
Anon#285,Science,Science - 2,2025-07-22 00:00:00,0,1,0
Anon#285,Science,Science - 4,2025-07-22 00:00:00,6.16,0.9565217391304348,0
Anon#288,Language,Language Arts - 3,2025-07-18 00:00:00,32.83,0.775,0
Anon#288,Math,Math - 3,2025-07-18 00:00:00,0,0.8,0
Anon#288,Math,Math - 5,2025-07-18 00:00:00,18.11,0.75,0
Anon#306,Language,Language Arts - 3,2025-07-18 00:00:00,0,,0
Anon#306,Math,Math - 3,2025-07-18 00:00:00,26.92,0.9523809523809523,2
Anon#306,Math,Math - 3,2025-07-21 00:00:00,0,0.7916666666666666,1
Anon#306,Math,Math - 3,2025-07-22 00:00:00,37.15,0.8636363636363636,3
Anon#306,Math,Math - 3,2025-07-23 00:00:00,16.47,0.9397590361445783,3
Anon#306,Math,Math - 3,2025-07-24 00:00:00,22.96,0.8363636363636363,1
Anon#306,Math,Math - Others,2025-07-18 00:00:00,0,0.88,1
Anon#306,Math,Math - Others,2025-07-21 00:00:00,31.99,0.7659574468085106,2
Anon#306,Reading,751L-900L,2025-07-22 00:00:00,18.16,0.875,1
Anon#306,Reading,901L-1050L,2025-07-22 00:00:00,0,0.7142857142857143,0
Anon#306,Science,Science - 3,2025-07-18 00:00:00,15.21,0.7058823529411765,0
Anon#306,Science,Science - 3,2025-07-21 00:00:00,11.47,0.8181818181818182,0
Anon#306,Science,Science - 3,2025-07-22 00:00:00,7.41,0.9444444444444444,1
Anon#306,Science,Science - 3,2025-07-23 00:00:00,12.03,0.65,0
Anon#306,Science,Science - 3,2025-07-24 00:00:00,0.86,0,0
Anon#306,Science,Science - Others,2025-07-18 00:00:00,0,1,1
Anon#306,Science,Science - Others,2025-07-22 00:00:00,0,1,1
Anon#329,Math,Grade 2,2025-07-18 00:00:00,0,1,1
Anon#329,Math,Grade 2,2025-07-19 00:00:00,28.67,1,2
Anon#329,Math,Grade 2,2025-07-20 00:00:00,28.95,1,1
Anon#329,Math,Grade 2,2025-07-21 00:00:00,0,1,1
Anon#329,Math,Grade 2,2025-07-22 00:00:00,30.27,1,2
Anon#329,Math,Grade 2,2025-07-23 00:00:00,31.76,1,1
Anon#329,Math,Grade 2,2025-07-24 00:00:00,29.75,0.875,1
Anon#329,Math,Grade 6,2025-07-18 00:00:00,26.73,0.8,0
Anon#329,Math,Grade 6,2025-07-19 00:00:00,0,0.75,0
Anon#329,Math,Grade 6,2025-07-20 00:00:00,0,,0
Anon#329,Math,Grade 6,2025-07-21 00:00:00,32.02,0.8,0
Anon#329,Math,Grade 6,2025-07-22 00:00:00,0,1,0
Anon#329,Math,Grade 6,2025-07-23 00:00:00,0,1,0
Anon#329,Math,Grade 6,2025-07-24 00:00:00,0,1,0
Anon#334,Math,Grade 1,2025-07-20 00:00:00,0,,
Anon#334,Math,Grade 3,2025-07-20 00:00:00,30.56,0.8541666666666666,2
Anon#332,Math,Grade 3,2025-07-20 00:00:00,26.11,0.9215686274509803,8
Anon#336,Math,Math - 5,2025-07-24 00:00:00,0,0.96,0
Anon#336,Math,Math - 6,2025-07-19 00:00:00,81.28,0.8674033149171271,1
Anon#336,Math,Math - 6,2025-07-24 00:00:00,24.57,0.8947368421052632,0
Anon#336,Math,Math - Others,2025-07-19 00:00:00,0,0.8947368421052632,1
Anon#336,Science,Science - 6,2025-07-19 00:00:00,1.1,,0
Anon#336,Science,Science - 6,2025-07-20 00:00:00,28.87,0.7407407407407407,1
Anon#336,Science,Science - 6,2025-07-22 00:00:00,32.04,0.8292682926829268,2
Anon#336,Science,Science - 8,2025-07-20 00:00:00,0,0.625,0
Anon#336,Science,Science - Others,2025-07-22 00:00:00,0,0.7272727272727273,0
Anon#336,Science,Science - Others,2025-07-24 00:00:00,1.15,,0
Anon#345,Science,Science - 2,2025-07-18 00:00:00,0,1,1
Anon#345,Science,Science - 3,2025-07-18 00:00:00,27.93,1,2
Anon#347,Math,Grade 2,2025-07-21 00:00:00,0,1,
Anon#347,Math,Grade 2,2025-07-23 00:00:00,59.94,0.9545454545454546,1
Anon#347,Math,Grade 2,2025-07-24 00:00:00,0,1,0
Anon#347,Math,Grade 6,2025-07-18 00:00:00,47.58,,0
Anon#347,Math,Grade 6,2025-07-19 00:00:00,55.48,1,1
Anon#347,Math,Grade 6,2025-07-21 00:00:00,38.22,0.8571428571428571,1
Anon#347,Math,Grade 6,2025-07-22 00:00:00,3.55,0.5,
Anon#347,Math,Grade 6,2025-07-24 00:00:00,41.11,0.875,1
Anon#353,Math,Grade 5,2025-07-18 00:00:00,44.44,1,0
Anon#353,Math,Grade 5,2025-07-19 00:00:00,41.37,1,0
Anon#353,Math,Grade 5,2025-07-20 00:00:00,40.97,0.8,0
Anon#374,Math,Math - 3,2025-07-18 00:00:00,120.65,0.7096774193548387,1
Anon#384,Language,Language Arts - 2,2025-07-23 00:00:00,24.53,0.9615384615384616,1
Anon#384,Language,Language Arts - 2,2025-07-24 00:00:00,33.16,0.8611111111111112,1
Anon#392,Language,Language Arts - 3,2025-07-21 00:00:00,39.05,0.8076923076923077,1
Anon#392,Language,Language Arts - 3,2025-07-22 00:00:00,0.51,,0
Anon#392,Language,Language Arts - 3,2025-07-23 00:00:00,49.52,0.8676470588235294,2
Anon#392,Language,Language Arts - 3,2025-07-24 00:00:00,15.05,0.7377049180327869,1
Anon#392,Math,Math - 1,2025-07-18 00:00:00,16.59,0.9230769230769231,1
Anon#392,Math,Math - 1,2025-07-22 00:00:00,0,1,1
Anon#392,Math,Math - 2,2025-07-21 00:00:00,49.16,0.8461538461538461,2
Anon#392,Math,Math - 2,2025-07-24 00:00:00,0.39,1,1
Anon#392,Math,Math - 3,2025-07-21 00:00:00,0,0,0
Anon#392,Math,Math - 3,2025-07-22 00:00:00,25.99,0.9285714285714286,2
Anon#392,Math,Math - Others,2025-07-18 00:00:00,0,0.8421052631578947,1
Anon#392,Reading,0L-150L,2025-07-24 00:00:00,0,0.625,0
Anon#392,Reading,151L-300L,2025-07-24 00:00:00,18.97,0.75,0
Anon#392,Reading,Lalilo,2025-07-18 00:00:00,18.76,0.9821428571428571,3
Anon#392,Reading,Lalilo,2025-07-20 00:00:00,9.66,0.9696969696969697,0
Anon#392,Reading,Lalilo,2025-07-21 00:00:00,26.01,0.921875,5
Anon#392,Reading,Lalilo,2025-07-22 00:00:00,24.21,0.9298245614035088,2
Anon#392,Reading,Lalilo,2025-07-23 00:00:00,23.8,0.8823529411764706,3
Anon#392,Reading,Lalilo,2025-07-24 00:00:00,9.45,1,1
Anon#392,Science,Science - 1,2025-07-22 00:00:00,10.63,1,1
Anon#392,Science,Science - 2,2025-07-18 00:00:00,14.09,0.9285714285714286,2
Anon#392,Science,Science - 2,2025-07-20 00:00:00,27.81,0.7446808510638298,1
Anon#392,Science,Science - 2,2025-07-22 00:00:00,0,0.9090909090909091,1
Anon#392,Science,Science - 2,2025-07-24 00:00:00,16.13,0.8333333333333334,2
Anon#392,Social Studies,Social Studies - 3,2025-07-22 00:00:00,6.28,0.9523809523809523,1
Anon#392,Social Studies,Social Studies - 3,2025-07-24 00:00:00,0,,0
Anon#395,Math,Math - 1,2025-07-23 00:00:00,28.61,0.9714285714285714,1
Anon#395,Math,Math - Others,2025-07-23 00:00:00,0,0.8888888888888888,1
Anon#397,Language,Language Arts - 12,2025-07-22 00:00:00,0,0.6666666666666666,0
Anon#397,Language,Language Arts - 5,2025-07-18 00:00:00,20.87,0.8028169014084507,0
Anon#397,Language,Language Arts - 5,2025-07-20 00:00:00,7.22,0.6875,0
Anon#397,Language,Language Arts - 5,2025-07-21 00:00:00,40.88,0.8314176245210728,3
Anon#397,Language,Language Arts - 7,2025-07-22 00:00:00,5.05,0.8260869565217391,0
Anon#397,Math,Math - 3,2025-07-18 00:00:00,1.77,0.6,0
Anon#397,Math,Math - 3,2025-07-21 00:00:00,2.2,0.8,0
Anon#397,Math,Math - 3,2025-07-22 00:00:00,62.48,0.8028169014084507,8
Anon#397,Math,Math - 3,2025-07-23 00:00:00,46.76,0.8142857142857143,3
Anon#397,Math,Math - 3,2025-07-24 00:00:00,47.09,0.8292682926829268,4
Anon#397,Math,Math - Others,2025-07-24 00:00:00,0,0.8275862068965517,0
Anon#397,Reading,1051L-1200L,2025-07-23 00:00:00,4.23,0.75,0
Anon#397,Reading,1201L-1350L,2025-07-18 00:00:00,6.6,0.75,0
Anon#397,Science,Science - 2,2025-07-20 00:00:00,0,1,0
Anon#397,Science,Science - 4,2025-07-20 00:00:00,5.82,0.9148936170212766,3
Anon#397,Science,Science - 4,2025-07-21 00:00:00,15.5,0.4155844155844156,0
Anon#397,Science,Science - 4,2025-07-22 00:00:00,49.1,0.7223650385604113,1
Anon#397,Science,Science - 4,2025-07-23 00:00:00,11.7,0.8333333333333334,4
Anon#397,Science,Science - Others,2025-07-23 00:00:00,0,0.5,0
Anon#397,Science,Science - Others,2025-07-24 00:00:00,1.07,0.7142857142857143,0
Anon#405,Language,Language Arts - 3,2025-07-18 00:00:00,1.1,0.5,0
Anon#450,Language,Language Arts - 4,2025-07-22 00:00:00,13.13,0.9047619047619048,1
Anon#450,Language,Language Arts - 4,2025-07-23 00:00:00,56.84,0.944,5
Anon#450,Language,Language Arts - 4,2025-07-24 00:00:00,52.9,0.8962264150943396,3
Anon#450,Math,Math - 4,2025-07-21 00:00:00,14.27,0.5,0
Anon#450,Math,Math - 4,2025-07-22 00:00:00,14.23,0.9615384615384616,1
Anon#450,Math,Math - 4,2025-07-23 00:00:00,0,0.8571428571428571,1
Anon#450,Math,Math - 4,2025-07-24 00:00:00,30.16,0.9090909090909091,2
Anon#450,Math,Math - Others,2025-07-23 00:00:00,33.77,0.95,3
Anon#450,Math,Math - Others,2025-07-24 00:00:00,0,0.8695652173913043,1
Anon#450,Science,Science - 1,2025-07-21 00:00:00,0,0.8846153846153846,2
Anon#450,Science,Science - 2,2025-07-21 00:00:00,0,0.9791666666666666,3
Anon#450,Science,Science - 4,2025-07-21 00:00:00,150.72,0.7853535353535354,7
Anon#450,Science,Science - 4,2025-07-22 00:00:00,44.51,0.946236559139785,3
Anon#450,Science,Science - 4,2025-07-24 00:00:00,0.88,0.7142857142857143,0
Anon#462,Language,Language Arts - 3,2025-07-18 00:00:00,159.06,0.9310344827586207,2
Anon#462,Language,Language Arts - 3,2025-07-21 00:00:00,0,0.5185185185185185,1
Anon#462,Language,Language Arts - 3,2025-07-24 00:00:00,0,,0
Anon#462,Language,Language Arts - 4,2025-07-21 00:00:00,107.85,0.7384615384615385,1
Anon#462,Language,Language Arts - 4,2025-07-22 00:00:00,51.39,0.8666666666666667,2
Anon#462,Language,Language Arts - 4,2025-07-23 00:00:00,24,0.7659574468085106,1
Anon#462,Language,Language Arts - 4,2025-07-24 00:00:00,98.88,0.7160493827160493,1
Anon#462,Math,Math - Others,2025-07-21 00:00:00,0,,0
Anon#462,Science,Science - 4,2025-07-18 00:00:00,0.08,,0
Anon#472,Math,Grade 6,2025-07-22 00:00:00,4.63,0.7142857142857143,0
Anon#472,Math,Grade 6,2025-07-23 00:00:00,12.23,1,1
Anon#482,Math,1st Grade - Math,2025-07-18 00:00:00,0,1,
Anon#482,Math,Grade 1,2025-07-18 00:00:00,64.41,0.927536231884058,18
Anon#482,Math,Grade 1,2025-07-19 00:00:00,35.18,0.9154929577464789,0
Anon#482,Math,Grade 1,2025-07-21 00:00:00,29.18,0.8367346938775511,5
Anon#482,Math,Grade 1,2025-07-22 00:00:00,33.15,0.782608695652174,2
Anon#482,Math,Grade 1,2025-07-23 00:00:00,26.28,0.8695652173913043,9
Anon#482,Math,Grade 1,2025-07-24 00:00:00,32.22,0.6714285714285714,4
Anon#489,Math,Grade 1,2025-07-18 00:00:00,27.2,0.8108108108108109,4
Anon#489,Math,Grade 1,2025-07-19 00:00:00,13.03,0.9523809523809523,2
Anon#489,Math,Grade 1,2025-07-20 00:00:00,51.05,0.9,4
Anon#489,Math,Grade 1,2025-07-21 00:00:00,39.82,0.6818181818181818,2
Anon#489,Math,Grade 1,2025-07-22 00:00:00,16.46,0.9583333333333334,0
Anon#489,Math,Kindergarten - Math,2025-07-19 00:00:00,0,0,
Anon#497,Math,Grade 1,2025-07-19 00:00:00,58.12,0.9333333333333333,2
Anon#497,Math,Grade 1,2025-07-20 00:00:00,41.52,0.8,1
Anon#497,Math,Grade 3,2025-07-18 00:00:00,0,,
Anon#497,Math,Grade 3,2025-07-19 00:00:00,0,,
Anon#497,Math,Grade 3,2025-07-21 00:00:00,0,,
Anon#497,Math,Grade 3,2025-07-22 00:00:00,39.07,1,1
Anon#497,Math,Grade 3,2025-07-23 00:00:00,0,,
Anon#497,Math,Grade 4,2025-07-18 00:00:00,0,,
Anon#497,Math,Grade 4,2025-07-20 00:00:00,0,,
Anon#497,Math,Grade 4,2025-07-21 00:00:00,29.46,1,1
Anon#497,Math,Grade 4,2025-07-23 00:00:00,45.05,1,1
Anon#497,Math,Grade 4,2025-07-24 00:00:00,26.13,0.8387096774193549,1
Anon#497,Math,Kindergarten - Math,2025-07-18 00:00:00,27.78,1,1
Anon#498,Math,Grade 3,2025-07-18 00:00:00,12,0.9333333333333333,2
Anon#498,Math,Grade 3,2025-07-20 00:00:00,7.05,1,2
Anon#498,Math,Grade 3,2025-07-21 00:00:00,5.98,0.875,1
Anon#498,Math,Grade 3,2025-07-22 00:00:00,9.58,,0
Anon#498,Math,Grade 3,2025-07-23 00:00:00,40.57,0.8571428571428571,3
Anon#498,Math,Grade 3,2025-07-24 00:00:00,6.22,0,
Anon#501,Math,Grade 4,2025-07-18 00:00:00,45.65,,0
Anon#501,Math,Grade 4,2025-07-19 00:00:00,34.86,0.8571428571428571,1
Anon#501,Math,Grade 4,2025-07-20 00:00:00,3.26,,0
Anon#501,Math,Grade 4,2025-07-22 00:00:00,2.18,,1
Anon#501,Math,Grade 4,2025-07-23 00:00:00,32.46,,1
Anon#522,Reading,901L-1050L,2025-07-18 00:00:00,22.94,0.8823529411764706,2
Anon#522,Science,Science - 5,2025-07-22 00:00:00,40.12,0.7777777777777778,1
Anon#526,Math,Math - 5,2025-07-18 00:00:00,74.06,0.8888888888888888,1
Anon#532,Math,Grade 3,2025-07-18 00:00:00,10.81,,0
Anon#532,Math,Grade 3,2025-07-19 00:00:00,4.57,1,1
Anon#532,Math,Grade 3,2025-07-20 00:00:00,4.58,1,1
Anon#532,Math,Grade 3,2025-07-21 00:00:00,6.68,1,1
Anon#532,Math,Grade 3,2025-07-22 00:00:00,8.39,0.9333333333333333,1
Anon#532,Math,Grade 3,2025-07-23 00:00:00,1.43,,0
Anon#532,Math,Grade 3,2025-07-24 00:00:00,6.47,0.8125,1
Anon#553,Math,Math - 8th grade,2025-07-19 00:00:00,34,0.7692307692307693,1
Anon#553,Math,Math - 8th grade,2025-07-20 00:00:00,15.9,1,1
Anon#612,Language,Language Arts - 6,2025-07-21 00:00:00,0.13,,0
Anon#612,Math,Math - 6,2025-07-18 00:00:00,115.49,0.7840909090909091,3
Anon#612,Math,Math - 6,2025-07-21 00:00:00,30.88,0.8947368421052632,1
Anon#612,Math,Math - 6,2025-07-22 00:00:00,7.21,0.8333333333333334,1
Anon#612,Math,Math - 6,2025-07-24 00:00:00,15.87,0.7058823529411765,0
Anon#612,Science,Science - 3,2025-07-24 00:00:00,2.78,0.8947368421052632,0
Anon#612,Science,Science - 7,2025-07-21 00:00:00,3.15,0.3333333333333333,0
Anon#612,Social Studies,Social Studies - 5,2025-07-21 00:00:00,8.85,0.6060606060606061,1
Anon#612,Social Studies,Social Studies - 5,2025-07-24 00:00:00,0.58,,0
Anon#631,Math,Mathacademy,2025-07-18 00:00:00,0,1,1
Anon#631,Math,Mathacademy,2025-07-22 00:00:00,0,1,1
Anon#631,Math,Mathacademy,2025-07-24 00:00:00,0,0.8529411764705882,5
Anon#636,Math,Mathacademy,2025-07-18 00:00:00,0,0.9655172413793104,4
Anon#636,Math,Mathacademy,2025-07-19 00:00:00,0,1,5
Anon#636,Math,Mathacademy,2025-07-21 00:00:00,0,0.975609756097561,6
Anon#636,Math,Mathacademy,2025-07-22 00:00:00,0,1,6
Anon#636,Math,Mathacademy,2025-07-23 00:00:00,0,0.9523809523809523,3
Anon#640,Math,Math - 4,2025-07-18 00:00:00,32.96,0.8372093023255814,2
Anon#647,Math,Grade 1,2025-07-22 00:00:00,11.28,0.9230769230769231,4
Anon#647,Math,Grade 3,2025-07-18 00:00:00,40.61,0.9814814814814815,6
Anon#647,Math,Grade 3,2025-07-19 00:00:00,66.69,0.9272727272727272,5
Anon#647,Math,Grade 3,2025-07-20 00:00:00,51.06,0.7619047619047619,1
Anon#647,Math,Grade 3,2025-07-21 00:00:00,51.2,0.76,4
Anon#708,Language,Language Arts - 2,2025-07-21 00:00:00,0.33,,0
Anon#708,Math,Math - 3,2025-07-21 00:00:00,37.17,0.9411764705882353,1
Anon#708,Reading,Grade 2,2025-07-21 00:00:00,23.5,0.65,5
Anon#710,Language,Language Arts - 8,2025-07-21 00:00:00,21.49,0.9365079365079365,2
Anon#710,Math,Mathacademy,2025-07-18 00:00:00,0,0.9523809523809523,8
Anon#710,Math,Mathacademy,2025-07-22 00:00:00,0,0.88,11
Anon#719,Language,Language Arts - 3,2025-07-18 00:00:00,46.07,0.96,0
Anon#719,Math,Math - Others,2025-07-18 00:00:00,64.45,1,2
